age,name,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
45,3525,services,married,secondary,no,0,no,yes,cellular,8,jul,47,7,-1,0,unknown,no
31,3526,admin.,single,secondary,no,68,yes,no,cellular,16,apr,570,2,-1,0,unknown,no
45,3527,technician,married,secondary,no,-149,yes,no,cellular,14,jul,287,2,-1,0,unknown,no
33,3528,services,divorced,secondary,no,2411,yes,no,cellular,23,oct,130,1,161,1,failure,yes
46,3529,management,divorced,tertiary,no,225,yes,no,cellular,14,may,201,1,345,1,other,no
43,3530,unknown,single,tertiary,no,2731,no,no,cellular,21,nov,11,7,-1,0,unknown,no
50,3531,management,married,tertiary,no,112,yes,no,cellular,4,nov,70,5,85,5,other,no
44,3532,management,divorced,tertiary,no,0,no,no,cellular,22,aug,54,2,-1,0,unknown,no
42,3533,services,married,secondary,no,3620,yes,no,unknown,27,may,22,16,-1,0,unknown,no
26,3534,blue-collar,single,secondary,no,179,no,no,cellular,30,jul,103,3,-1,0,unknown,no
47,3535,admin.,single,secondary,no,1544,yes,no,cellular,6,apr,104,1,312,1,failure,no
48,3536,blue-collar,married,primary,no,199,no,no,telephone,18,aug,29,2,-1,0,unknown,no
60,3537,blue-collar,married,unknown,no,231,yes,no,unknown,12,may,57,2,-1,0,unknown,no
27,3538,admin.,divorced,secondary,no,76,yes,no,unknown,4,jun,236,1,-1,0,unknown,no
30,3539,unemployed,single,tertiary,no,302,no,no,cellular,11,feb,528,3,-1,0,unknown,yes
28,3540,admin.,single,secondary,no,189,yes,no,cellular,31,jul,68,2,-1,0,unknown,no
58,3541,retired,married,primary,no,565,no,no,telephone,7,jul,876,1,-1,0,unknown,yes
37,3542,entrepreneur,married,tertiary,no,310,no,no,cellular,1,sep,76,1,-1,0,unknown,no
36,3543,services,married,secondary,no,1746,yes,no,unknown,26,may,99,1,-1,0,unknown,no
39,3544,technician,married,secondary,no,6,yes,no,cellular,18,may,122,3,357,4,failure,no
52,3545,unemployed,married,primary,no,-110,no,yes,cellular,29,jan,141,1,-1,0,unknown,no
55,3546,retired,married,secondary,no,2749,yes,yes,unknown,29,may,58,2,-1,0,unknown,no
30,3547,management,single,tertiary,no,6495,no,no,cellular,30,mar,78,3,-1,0,unknown,no
36,3548,blue-collar,single,secondary,no,35,yes,no,unknown,3,jun,435,3,-1,0,unknown,no
39,3549,admin.,married,secondary,no,-650,no,no,cellular,15,may,123,2,364,1,failure,no
47,3550,blue-collar,married,primary,no,292,no,yes,telephone,28,jul,210,3,-1,0,unknown,no
42,3551,housemaid,single,primary,no,5774,yes,no,unknown,15,may,54,2,-1,0,unknown,no
42,3552,management,married,secondary,no,2416,yes,no,unknown,20,may,138,4,-1,0,unknown,no
58,3553,retired,married,secondary,no,35,no,no,cellular,29,jul,336,7,-1,0,unknown,no
68,3554,retired,married,secondary,no,19317,yes,no,cellular,4,aug,249,1,-1,0,unknown,yes
43,3555,technician,married,secondary,no,50,no,no,unknown,28,may,63,1,-1,0,unknown,no
44,3556,blue-collar,married,secondary,no,-674,yes,no,unknown,5,may,257,1,-1,0,unknown,no
49,3557,technician,married,tertiary,no,3726,no,no,cellular,5,aug,875,2,-1,0,unknown,yes
57,3558,retired,married,tertiary,no,1180,yes,yes,unknown,14,may,191,2,-1,0,unknown,no
61,3559,self-employed,divorced,tertiary,no,6610,no,no,cellular,24,feb,481,2,-1,0,unknown,yes
36,3560,admin.,single,secondary,no,319,yes,no,cellular,18,may,120,2,-1,0,unknown,no
31,3561,blue-collar,married,secondary,no,1545,yes,yes,cellular,13,may,207,1,-1,0,unknown,no
51,3562,technician,married,tertiary,no,1315,no,no,telephone,5,jun,303,2,-1,0,unknown,no
31,3563,technician,single,tertiary,no,424,no,no,cellular,21,aug,93,2,-1,0,unknown,no
56,3564,blue-collar,married,primary,no,151,no,no,cellular,3,feb,128,1,-1,0,unknown,no
30,3565,technician,single,tertiary,no,-970,no,yes,cellular,21,aug,194,2,-1,0,unknown,no
38,3566,services,married,secondary,no,-762,yes,yes,unknown,30,may,408,2,-1,0,unknown,no
35,3567,services,married,secondary,no,181,yes,no,cellular,31,jul,5,3,-1,0,unknown,no
31,3568,blue-collar,married,unknown,no,-120,yes,no,cellular,17,jul,231,2,-1,0,unknown,no
39,3569,admin.,divorced,secondary,no,1022,yes,no,unknown,20,jun,20,3,-1,0,unknown,no
50,3570,management,married,tertiary,no,78,yes,no,cellular,14,jan,218,3,161,9,other,no
39,3571,technician,married,tertiary,no,209,no,no,unknown,23,jul,36,2,-1,0,unknown,no
26,3572,admin.,married,secondary,no,2469,no,no,cellular,16,jul,136,8,-1,0,unknown,no
55,3573,technician,married,secondary,no,0,no,no,cellular,19,nov,336,1,-1,0,unknown,no
43,3574,blue-collar,divorced,primary,no,328,no,yes,cellular,8,jul,192,1,-1,0,unknown,no
34,3575,housemaid,married,tertiary,no,0,no,no,cellular,26,may,141,1,188,1,failure,no
51,3576,self-employed,married,primary,no,307,yes,yes,unknown,17,jun,65,2,-1,0,unknown,no
31,3577,management,married,tertiary,no,1384,yes,no,cellular,30,jan,203,2,2,3,other,no
32,3578,management,married,tertiary,no,0,no,no,cellular,26,aug,104,9,-1,0,unknown,no
53,3579,technician,married,secondary,no,719,yes,no,unknown,14,may,230,1,-1,0,unknown,no
44,3580,management,divorced,tertiary,no,0,no,no,cellular,10,aug,71,1,-1,0,unknown,no
38,3581,entrepreneur,married,tertiary,no,6704,yes,no,unknown,21,may,205,2,-1,0,unknown,no
47,3582,self-employed,married,tertiary,no,4543,yes,no,unknown,14,may,162,1,-1,0,unknown,no
36,3583,management,married,tertiary,no,0,yes,no,unknown,27,may,145,2,-1,0,unknown,no
30,3584,management,single,tertiary,no,149,yes,no,unknown,3,jun,220,2,-1,0,unknown,no
46,3585,blue-collar,married,secondary,no,-1400,yes,no,telephone,6,may,309,3,355,4,failure,no
33,3586,entrepreneur,married,secondary,no,-118,yes,yes,unknown,27,may,421,3,-1,0,unknown,no
43,3587,blue-collar,married,secondary,no,2160,no,no,cellular,8,sep,261,1,98,1,success,yes
38,3588,management,married,tertiary,no,3452,no,no,cellular,13,aug,132,2,-1,0,unknown,no
27,3589,technician,single,secondary,no,842,no,no,cellular,30,jul,273,1,91,1,other,no
38,3590,management,married,unknown,no,3576,no,no,cellular,25,nov,349,2,183,1,success,yes
41,3591,unemployed,married,tertiary,no,1666,no,no,unknown,9,jun,291,3,-1,0,unknown,no
29,3592,technician,married,secondary,no,0,yes,no,cellular,28,jul,83,6,-1,0,unknown,no
39,3593,services,married,secondary,no,0,yes,no,unknown,20,may,793,2,-1,0,unknown,no
42,3594,blue-collar,single,primary,no,1628,yes,no,cellular,5,feb,119,1,195,8,success,no
47,3595,services,married,secondary,no,51,yes,yes,unknown,16,may,312,1,-1,0,unknown,no
30,3596,blue-collar,single,secondary,yes,447,no,no,unknown,14,may,103,6,-1,0,unknown,no
34,3597,admin.,married,secondary,no,396,yes,no,cellular,16,jul,101,3,-1,0,unknown,no
45,3598,housemaid,married,primary,no,4994,no,no,unknown,20,jun,48,1,-1,0,unknown,no
43,3599,admin.,married,secondary,no,3215,yes,no,cellular,21,jul,228,3,-1,0,unknown,no
59,3600,blue-collar,married,primary,no,2814,no,no,unknown,20,jun,81,3,-1,0,unknown,no
50,3601,technician,married,secondary,no,0,no,no,cellular,7,jul,152,2,-1,0,unknown,no
39,3602,blue-collar,married,secondary,no,293,yes,no,unknown,23,may,160,3,-1,0,unknown,no
36,3603,technician,married,secondary,no,474,yes,no,unknown,27,may,59,1,-1,0,unknown,no
44,3604,blue-collar,married,secondary,no,16178,yes,no,cellular,21,nov,297,1,-1,0,unknown,no
36,3605,technician,married,tertiary,no,0,no,no,cellular,22,aug,147,2,-1,0,unknown,no
27,3606,management,single,tertiary,no,88,no,no,cellular,4,may,143,1,-1,0,unknown,no
29,3607,services,married,secondary,no,308,yes,no,unknown,28,may,75,1,-1,0,unknown,no
70,3608,retired,married,secondary,no,1164,no,no,telephone,14,may,338,3,185,2,failure,no
44,3609,management,married,tertiary,no,13893,no,no,unknown,11,jun,29,2,-1,0,unknown,no
55,3610,management,married,tertiary,no,0,yes,no,unknown,14,may,159,2,-1,0,unknown,no
36,3611,technician,divorced,secondary,no,-435,yes,no,unknown,2,jun,85,8,-1,0,unknown,no
28,3612,technician,single,secondary,no,389,yes,no,cellular,11,may,15,7,-1,0,unknown,no
50,3613,management,divorced,tertiary,no,356,no,no,cellular,8,may,198,2,358,5,other,no
49,3614,technician,married,secondary,no,2718,no,no,unknown,19,may,114,2,-1,0,unknown,no
71,3615,retired,divorced,tertiary,no,261,no,no,cellular,12,aug,1117,2,-1,0,unknown,no
31,3616,admin.,single,secondary,no,757,no,no,cellular,3,feb,343,2,-1,0,unknown,no
45,3617,management,single,tertiary,no,16,no,no,cellular,31,jul,59,2,-1,0,unknown,no
42,3618,blue-collar,married,secondary,no,-422,no,no,cellular,9,jul,31,1,-1,0,unknown,no
45,3619,admin.,married,secondary,no,248,no,no,cellular,16,jul,212,2,-1,0,unknown,no
47,3620,technician,married,primary,no,145,yes,no,unknown,7,may,157,6,-1,0,unknown,no
60,3621,retired,divorced,secondary,no,598,no,yes,cellular,8,jul,96,1,-1,0,unknown,no
35,3622,management,married,tertiary,no,949,yes,no,unknown,27,may,245,2,-1,0,unknown,no
31,3623,technician,single,tertiary,no,614,no,no,cellular,11,aug,72,4,-1,0,unknown,no
33,3624,blue-collar,married,primary,no,1209,yes,no,cellular,16,apr,700,1,-1,0,unknown,no
50,3625,self-employed,married,tertiary,no,202,yes,no,cellular,15,apr,107,1,148,4,failure,no
51,3626,blue-collar,married,secondary,no,1840,yes,no,cellular,18,aug,312,3,-1,0,unknown,no
34,3627,technician,married,secondary,no,114,yes,yes,cellular,4,jun,153,1,309,3,other,no
56,3628,services,married,secondary,no,-229,no,yes,cellular,23,jul,55,10,-1,0,unknown,no
29,3629,services,married,secondary,no,182,yes,no,telephone,13,may,38,3,-1,0,unknown,no
31,3630,blue-collar,married,secondary,no,401,no,no,cellular,14,aug,96,3,-1,0,unknown,no
44,3631,technician,divorced,unknown,no,759,yes,no,unknown,23,may,397,1,-1,0,unknown,no
55,3632,retired,married,secondary,no,4194,no,yes,telephone,30,jul,208,3,-1,0,unknown,no
35,3633,student,single,unknown,no,0,no,no,telephone,28,jan,122,3,-1,0,unknown,no
36,3634,technician,married,tertiary,no,629,yes,yes,cellular,29,dec,109,1,246,1,failure,no
54,3635,retired,married,secondary,no,153,yes,yes,unknown,26,may,74,1,-1,0,unknown,no
32,3636,management,married,tertiary,no,553,yes,no,cellular,22,jul,72,1,-1,0,unknown,no
36,3637,management,divorced,tertiary,no,1057,no,no,cellular,5,feb,383,2,-1,0,unknown,no
60,3638,retired,married,secondary,no,78,yes,no,unknown,12,may,113,3,-1,0,unknown,no
32,3639,technician,single,secondary,no,-28,no,yes,unknown,4,jul,400,1,-1,0,unknown,no
57,3640,management,married,tertiary,no,929,no,no,cellular,19,aug,387,8,-1,0,unknown,no
34,3641,blue-collar,married,primary,no,428,yes,no,cellular,18,may,59,2,-1,0,unknown,no
27,3642,student,single,secondary,no,268,yes,no,cellular,13,may,528,1,358,2,failure,no
52,3643,management,single,tertiary,no,83,no,no,cellular,26,aug,1223,6,-1,0,unknown,yes
45,3644,admin.,divorced,unknown,no,998,yes,no,telephone,30,jul,38,2,-1,0,unknown,no
58,3645,admin.,single,secondary,no,2223,no,no,cellular,4,dec,1139,2,114,1,success,no
39,3646,blue-collar,single,primary,no,6,yes,no,cellular,19,nov,286,2,-1,0,unknown,no
48,3647,blue-collar,single,secondary,no,312,yes,yes,cellular,3,feb,369,2,-1,0,unknown,no
36,3648,management,single,secondary,no,0,no,no,cellular,13,aug,333,5,-1,0,unknown,no
31,3649,technician,single,secondary,no,691,yes,no,cellular,8,may,198,1,-1,0,unknown,no
41,3650,management,married,tertiary,no,771,yes,no,cellular,26,aug,106,8,-1,0,unknown,no
30,3651,self-employed,single,secondary,no,192,no,no,cellular,22,jul,423,1,-1,0,unknown,no
57,3652,retired,married,tertiary,no,0,no,no,cellular,12,aug,116,4,-1,0,unknown,no
29,3653,admin.,single,secondary,no,1070,yes,no,unknown,19,may,30,1,357,1,other,yes
29,3654,services,divorced,secondary,no,84,yes,no,cellular,13,apr,1101,2,-1,0,unknown,yes
30,3655,management,single,tertiary,no,2,no,no,cellular,16,jun,102,1,85,1,failure,no
44,3656,management,married,tertiary,no,1242,yes,no,cellular,6,aug,384,6,-1,0,unknown,no
33,3657,student,single,unknown,no,5969,no,no,cellular,4,sep,156,2,127,8,failure,no
56,3658,admin.,divorced,secondary,no,3337,yes,no,telephone,17,nov,99,3,-1,0,unknown,no
26,3659,services,single,secondary,no,1347,no,no,telephone,18,jun,280,6,92,5,other,yes
52,3660,technician,married,secondary,no,64,no,no,telephone,29,aug,20,2,-1,0,unknown,no
32,3661,management,single,secondary,no,249,yes,no,unknown,2,jun,258,1,-1,0,unknown,no
36,3662,technician,single,secondary,no,0,no,no,cellular,29,aug,85,6,-1,0,unknown,no
26,3663,blue-collar,married,secondary,no,128,no,no,unknown,4,jul,355,1,-1,0,unknown,no
37,3664,blue-collar,married,secondary,no,196,yes,no,unknown,5,jun,66,3,-1,0,unknown,no
34,3665,technician,married,secondary,no,351,yes,no,cellular,18,jul,467,1,-1,0,unknown,no
26,3666,services,single,secondary,no,5533,yes,no,cellular,7,may,582,2,283,4,failure,no
32,3667,services,married,secondary,no,38,yes,no,cellular,15,may,744,1,-1,0,unknown,yes
30,3668,management,single,tertiary,yes,35,no,no,cellular,30,jul,185,4,-1,0,unknown,no
27,3669,technician,single,secondary,no,235,yes,no,cellular,12,may,13,5,-1,0,unknown,no
42,3670,admin.,single,secondary,no,30,yes,no,cellular,4,feb,98,1,266,3,failure,no
33,3671,blue-collar,single,primary,no,92,yes,no,unknown,9,may,127,1,-1,0,unknown,no
37,3672,blue-collar,married,secondary,no,67,no,no,unknown,3,jun,45,2,-1,0,unknown,no
45,3673,blue-collar,married,secondary,no,4022,yes,no,cellular,29,jan,244,3,-1,0,unknown,no
36,3674,entrepreneur,married,tertiary,no,3057,no,no,unknown,16,jun,2769,4,-1,0,unknown,yes
39,3675,management,single,tertiary,no,0,yes,no,cellular,12,may,561,4,369,3,failure,no
33,3676,management,single,tertiary,no,349,no,no,cellular,22,aug,182,1,-1,0,unknown,no
47,3677,services,married,secondary,no,2322,no,no,cellular,22,aug,618,1,-1,0,unknown,no
49,3678,entrepreneur,married,secondary,no,167,yes,yes,unknown,6,may,198,3,-1,0,unknown,no
46,3679,management,divorced,secondary,no,558,no,no,cellular,19,aug,126,6,-1,0,unknown,no
31,3680,services,married,secondary,no,-230,yes,yes,cellular,16,jul,715,1,-1,0,unknown,no
43,3681,unemployed,divorced,secondary,no,4094,yes,no,cellular,21,nov,63,1,-1,0,unknown,no
30,3682,blue-collar,single,secondary,yes,239,yes,no,unknown,21,may,412,1,-1,0,unknown,yes
43,3683,management,divorced,tertiary,no,497,no,no,cellular,13,may,66,1,363,22,failure,no
42,3684,blue-collar,married,secondary,no,179,yes,no,cellular,17,nov,96,1,-1,0,unknown,no
30,3685,admin.,single,tertiary,no,305,no,no,cellular,30,apr,633,1,85,2,success,yes
33,3686,management,single,tertiary,no,-67,yes,no,unknown,5,may,364,1,-1,0,unknown,no
41,3687,admin.,married,secondary,no,4539,no,no,unknown,30,may,298,3,-1,0,unknown,no
29,3688,blue-collar,single,secondary,no,770,yes,no,cellular,17,apr,341,1,-1,0,unknown,no
38,3689,unemployed,married,secondary,no,-673,yes,no,unknown,26,may,364,1,-1,0,unknown,no
29,3690,technician,married,tertiary,no,858,yes,no,cellular,12,jun,234,7,330,1,failure,no
80,3691,housemaid,married,primary,no,0,no,no,cellular,23,feb,639,1,189,1,failure,yes
38,3692,management,single,tertiary,no,5244,no,no,cellular,8,aug,310,4,-1,0,unknown,no
36,3693,blue-collar,divorced,primary,no,117,yes,no,unknown,2,jun,123,4,-1,0,unknown,no
38,3694,self-employed,married,tertiary,no,846,no,no,cellular,2,jun,253,1,-1,0,unknown,no
44,3695,management,married,secondary,yes,0,yes,no,cellular,11,jul,96,2,-1,0,unknown,no
31,3696,management,married,tertiary,no,1331,no,no,cellular,30,apr,297,1,86,3,success,yes
31,3697,services,single,secondary,no,31,yes,yes,unknown,26,may,501,2,-1,0,unknown,no
57,3698,admin.,divorced,primary,no,179,yes,no,cellular,15,may,67,1,368,2,failure,no
37,3699,blue-collar,married,primary,no,543,yes,no,unknown,21,may,281,1,-1,0,unknown,no
50,3700,blue-collar,married,secondary,no,253,yes,yes,cellular,5,may,475,2,-1,0,unknown,no
60,3701,retired,married,primary,no,71188,no,no,cellular,6,oct,205,1,-1,0,unknown,no
51,3702,management,married,tertiary,no,5108,yes,no,cellular,8,oct,272,1,102,8,other,no
48,3703,blue-collar,married,secondary,no,1738,yes,no,cellular,15,apr,349,1,-1,0,unknown,no
42,3704,blue-collar,married,primary,no,-97,yes,no,cellular,3,feb,216,4,271,5,failure,no
36,3705,blue-collar,married,secondary,no,199,yes,no,cellular,9,jul,183,1,-1,0,unknown,no
43,3706,management,married,tertiary,no,489,yes,no,cellular,8,may,130,1,172,2,other,no
31,3707,admin.,married,primary,no,355,yes,yes,unknown,4,jun,61,6,-1,0,unknown,no
49,3708,technician,single,secondary,no,-97,yes,no,unknown,6,jun,92,2,-1,0,unknown,no
35,3709,management,divorced,tertiary,no,473,no,yes,cellular,5,aug,37,2,-1,0,unknown,no
44,3710,entrepreneur,married,secondary,no,6649,yes,no,cellular,19,nov,354,2,-1,0,unknown,no
34,3711,self-employed,married,tertiary,no,263,no,no,cellular,4,may,203,1,78,8,other,no
46,3712,blue-collar,married,secondary,no,781,no,no,unknown,13,may,152,1,-1,0,unknown,no
49,3713,blue-collar,married,primary,no,1032,yes,no,unknown,2,jun,41,5,-1,0,unknown,no
32,3714,blue-collar,married,secondary,no,119,no,no,cellular,4,may,20,5,-1,0,unknown,no
35,3715,management,divorced,tertiary,no,434,yes,no,cellular,11,may,277,1,271,2,success,no
51,3716,admin.,married,secondary,no,2967,no,no,unknown,17,jun,83,2,-1,0,unknown,no
57,3717,retired,divorced,secondary,no,-331,yes,no,unknown,6,may,531,1,-1,0,unknown,no
59,3718,management,married,tertiary,no,1585,no,no,telephone,28,aug,91,5,-1,0,unknown,no
40,3719,services,divorced,unknown,no,4384,yes,no,unknown,5,may,315,1,-1,0,unknown,no
49,3720,management,single,tertiary,no,588,no,no,cellular,28,aug,70,9,-1,0,unknown,no
51,3721,management,married,secondary,no,3180,yes,no,cellular,9,jul,384,1,-1,0,unknown,no
35,3722,admin.,married,secondary,yes,0,no,yes,unknown,4,jul,105,3,-1,0,unknown,no
29,3723,self-employed,married,secondary,no,-76,yes,no,unknown,27,may,305,2,-1,0,unknown,no
32,3724,services,single,secondary,no,152,yes,no,cellular,25,may,158,2,-1,0,unknown,yes
37,3725,housemaid,divorced,secondary,no,1040,yes,no,cellular,13,may,199,1,173,2,failure,no
49,3726,unemployed,married,primary,no,-384,yes,no,unknown,27,may,25,1,-1,0,unknown,no
45,3727,technician,married,unknown,no,473,yes,no,unknown,27,may,147,1,-1,0,unknown,no
34,3728,technician,single,secondary,no,475,yes,no,cellular,29,jul,538,8,-1,0,unknown,no
53,3729,technician,married,secondary,no,0,no,no,cellular,22,aug,77,9,-1,0,unknown,no
42,3730,entrepreneur,married,primary,no,149,no,no,cellular,20,aug,94,2,-1,0,unknown,no
43,3731,technician,married,secondary,no,3285,yes,no,unknown,13,may,1721,2,-1,0,unknown,yes
52,3732,retired,married,secondary,no,424,no,no,cellular,19,nov,143,1,154,3,failure,no
34,3733,blue-collar,single,secondary,no,79,no,yes,cellular,20,nov,104,1,-1,0,unknown,no
34,3734,technician,divorced,tertiary,no,674,yes,no,cellular,7,aug,587,2,-1,0,unknown,yes
27,3735,services,married,secondary,no,0,yes,no,cellular,22,jul,1608,13,-1,0,unknown,yes
43,3736,unemployed,married,tertiary,no,58,yes,no,cellular,9,feb,48,4,-1,0,unknown,no
41,3737,technician,married,tertiary,no,532,yes,no,cellular,9,jul,74,1,-1,0,unknown,no
72,3738,retired,married,secondary,no,4130,no,no,cellular,12,nov,427,1,-1,0,unknown,no
35,3739,blue-collar,married,primary,no,422,yes,no,cellular,14,may,73,1,-1,0,unknown,no
41,3740,management,married,tertiary,no,437,yes,no,unknown,3,jun,14,21,-1,0,unknown,no
36,3741,blue-collar,divorced,primary,no,-308,yes,no,cellular,12,may,725,1,-1,0,unknown,yes
51,3742,housemaid,married,primary,no,30,yes,no,cellular,14,jul,333,2,-1,0,unknown,no
37,3743,self-employed,married,tertiary,no,137,no,no,cellular,13,aug,244,6,-1,0,unknown,no
42,3744,admin.,single,secondary,no,-247,yes,yes,telephone,21,oct,519,1,166,1,other,yes
26,3745,admin.,single,secondary,no,321,yes,no,cellular,22,jul,242,7,-1,0,unknown,no
23,3746,services,single,secondary,no,250,yes,no,cellular,18,may,222,1,-1,0,unknown,no
50,3747,management,married,tertiary,no,-470,yes,no,cellular,19,nov,130,2,160,1,failure,no
37,3748,blue-collar,married,secondary,no,140,yes,yes,cellular,7,may,490,1,-1,0,unknown,no
35,3749,management,married,tertiary,no,2793,no,no,cellular,20,nov,258,2,-1,0,unknown,no
37,3750,management,married,tertiary,no,410,no,no,cellular,29,jan,337,2,-1,0,unknown,no
79,3751,retired,divorced,unknown,no,2628,no,no,telephone,8,jul,220,7,450,2,failure,no
39,3752,technician,married,secondary,no,116,no,no,cellular,24,aug,79,2,94,2,success,no
47,3753,services,married,secondary,no,0,yes,no,telephone,9,jul,250,1,-1,0,unknown,no
44,3754,blue-collar,married,secondary,no,878,yes,no,cellular,2,jun,130,1,-1,0,unknown,no
36,3755,management,single,tertiary,no,2944,no,no,cellular,18,aug,882,8,-1,0,unknown,yes
33,3756,blue-collar,single,secondary,no,3975,yes,yes,cellular,17,apr,515,1,150,1,other,no
42,3757,services,married,secondary,no,96,yes,no,cellular,5,may,238,3,340,2,failure,no
35,3758,technician,single,tertiary,no,2288,no,no,telephone,28,may,32,2,-1,0,unknown,no
31,3759,blue-collar,married,secondary,no,472,yes,no,unknown,13,may,907,2,-1,0,unknown,no
58,3760,services,married,primary,no,65,no,no,unknown,27,jun,162,1,-1,0,unknown,no
46,3761,management,married,tertiary,no,0,no,no,unknown,7,may,70,2,-1,0,unknown,no
41,3762,admin.,single,secondary,no,400,yes,no,unknown,4,jun,99,6,-1,0,unknown,no
58,3763,technician,married,secondary,no,7495,yes,no,unknown,13,may,325,1,-1,0,unknown,no
33,3764,blue-collar,married,secondary,no,137,no,yes,cellular,18,jul,305,12,-1,0,unknown,no
31,3765,unemployed,married,secondary,no,24,yes,no,cellular,19,nov,631,1,-1,0,unknown,no
55,3766,technician,divorced,secondary,no,3450,no,no,cellular,10,feb,169,1,183,1,failure,yes
38,3767,technician,single,secondary,no,311,yes,no,cellular,28,may,61,2,-1,0,unknown,no
55,3768,housemaid,married,secondary,no,139,no,no,cellular,22,aug,256,2,-1,0,unknown,no
47,3769,management,single,tertiary,no,0,no,no,unknown,11,jun,58,3,-1,0,unknown,no
51,3770,housemaid,married,primary,no,492,yes,no,unknown,20,may,142,3,-1,0,unknown,no
46,3771,management,single,tertiary,no,334,yes,no,telephone,4,may,36,6,90,2,other,no
61,3772,management,married,tertiary,no,997,no,no,cellular,10,mar,106,1,-1,0,unknown,yes
47,3773,management,single,tertiary,no,440,no,no,cellular,21,aug,71,4,-1,0,unknown,no
34,3774,technician,married,secondary,no,47,no,no,cellular,25,aug,132,6,-1,0,unknown,no
34,3775,blue-collar,married,secondary,no,1298,yes,no,unknown,20,may,120,1,-1,0,unknown,no
41,3776,management,divorced,tertiary,no,3355,no,no,cellular,14,oct,181,2,500,1,failure,no
36,3777,blue-collar,divorced,secondary,no,-11,no,no,unknown,5,jun,152,2,-1,0,unknown,no
26,3778,blue-collar,single,secondary,no,396,yes,no,unknown,28,may,302,1,-1,0,unknown,no
35,3779,management,married,tertiary,no,8,no,no,cellular,23,apr,93,3,-1,0,unknown,yes
36,3780,blue-collar,married,secondary,no,1409,no,no,unknown,17,jun,235,2,-1,0,unknown,no
26,3781,management,single,tertiary,no,170,no,no,cellular,15,jun,129,1,-1,0,unknown,yes
58,3782,management,married,primary,no,2769,yes,no,cellular,11,jul,94,2,-1,0,unknown,no
50,3783,blue-collar,married,secondary,no,2320,yes,no,cellular,7,apr,310,1,-1,0,unknown,no
61,3784,retired,married,secondary,no,76,yes,no,cellular,15,jul,195,7,-1,0,unknown,no
28,3785,technician,single,secondary,no,2034,yes,no,unknown,21,may,196,1,-1,0,unknown,no
49,3786,blue-collar,single,primary,no,3018,yes,no,unknown,15,may,93,1,-1,0,unknown,no
74,3787,retired,married,secondary,no,921,no,no,telephone,17,apr,394,2,-1,0,unknown,yes
53,3788,blue-collar,married,secondary,no,483,yes,no,cellular,3,feb,288,3,-1,0,unknown,no
46,3789,self-employed,married,secondary,no,390,yes,no,cellular,31,jul,208,2,-1,0,unknown,no
47,3790,management,married,tertiary,no,0,no,no,cellular,27,oct,508,1,-1,0,unknown,yes
42,3791,blue-collar,single,primary,no,92,no,no,cellular,30,jul,86,2,-1,0,unknown,no
56,3792,services,married,secondary,no,22196,yes,no,cellular,21,nov,189,1,-1,0,unknown,no
42,3793,technician,married,secondary,no,2,no,no,unknown,29,may,249,2,-1,0,unknown,no
49,3794,housemaid,married,primary,no,249,yes,no,cellular,21,nov,450,1,-1,0,unknown,no
43,3795,unemployed,single,unknown,no,3274,yes,no,cellular,22,may,680,1,95,1,failure,no
39,3796,services,married,secondary,no,5731,yes,no,unknown,20,may,175,2,-1,0,unknown,no
66,3797,retired,married,primary,no,206,no,no,cellular,9,feb,479,1,-1,0,unknown,yes
30,3798,technician,single,tertiary,no,2325,no,no,cellular,5,apr,270,3,241,4,other,no
38,3799,management,single,tertiary,no,0,no,no,cellular,24,jul,164,1,-1,0,unknown,no
31,3800,blue-collar,married,secondary,no,1664,yes,no,cellular,20,apr,158,1,182,1,success,no
32,3801,technician,married,secondary,no,3333,no,no,cellular,8,aug,50,4,-1,0,unknown,no
48,3802,technician,married,secondary,no,7020,no,no,cellular,6,aug,80,2,-1,0,unknown,no
34,3803,admin.,married,tertiary,no,37,no,no,cellular,6,feb,45,1,-1,0,unknown,no
28,3804,student,single,secondary,no,28,no,no,cellular,29,jan,220,2,-1,0,unknown,no
40,3805,admin.,single,secondary,no,1670,yes,no,unknown,18,jun,161,2,-1,0,unknown,no
36,3806,entrepreneur,married,secondary,no,134,no,no,unknown,20,may,98,1,-1,0,unknown,no
52,3807,retired,married,secondary,no,603,no,yes,unknown,9,jun,79,1,-1,0,unknown,no
46,3808,admin.,married,primary,no,276,yes,yes,unknown,6,may,157,2,-1,0,unknown,no
25,3809,technician,single,secondary,no,2157,yes,no,cellular,21,jul,339,1,-1,0,unknown,no
52,3810,blue-collar,married,secondary,no,161,yes,no,unknown,13,may,274,2,-1,0,unknown,no
40,3811,blue-collar,married,primary,no,3658,yes,no,unknown,14,may,977,1,-1,0,unknown,no
26,3812,management,divorced,tertiary,yes,-402,no,yes,unknown,12,may,127,2,-1,0,unknown,no
26,3813,blue-collar,single,primary,no,3342,yes,no,unknown,4,jun,329,4,-1,0,unknown,no
35,3814,self-employed,single,secondary,no,1732,no,no,telephone,21,nov,1441,3,-1,0,unknown,no
40,3815,admin.,single,secondary,no,263,yes,no,unknown,6,may,231,1,-1,0,unknown,no
31,3816,management,married,tertiary,no,623,yes,no,cellular,13,may,96,2,349,5,failure,no
32,3817,admin.,married,secondary,no,3540,yes,no,cellular,18,may,213,1,178,1,failure,no
